Material,Aggregate Percent,Refuse Percent,MGP Percent,Paper Percent,Organic Percent,Material Group,DSNY Diversion Summary Category,Location
Audio/Visual Equipment - Other (Non-covered),0.001,0.001,0.004,0,0,E-Waste,E-Waste,Bronx
Computer Monitors,0.002,0.002,0,0,0,E-Waste,E-Waste,Bronx
Televisions,0.001,0.001,0,0,0,E-Waste,E-Waste,Bronx
Other Computer Equipment,0.001,0.001,0.003,0,0,E-Waste,E-Waste,Bronx
Untreated Dimension Lumber/Pallets/Crates,0,0,0,0,0,C&D,C&D,Bronx
Treated/Contaminated/Composite Wood,0.026,0.03,0.006,0,0,C&D,C&D,Bronx
Other C&D Debris Not Elsewhere Classified,0.017,0.019,0.005,0,0,C&D,C&D,Bronx
Oil Filters,0,0,0,0,0,Special Waste,HHW,Bronx
Antifreeze,0,0,0,0,0,Special Waste,HHW,Bronx
Wet-Cell Batteries,0,0,0,0,0,Special Waste,HHW,Bronx
Water-Based Adhesives/Glues,0,0,0,0,0,Special Waste,HHW,Bronx
Latex Paint,0.001,0.001,0.001,0,0,Special Waste,HHW,Bronx
Oil-Based Paint/Solvent,0,0,0,0,0,Special Waste,HHW,Bronx
Pesticides/Herbicides/Rodenticides,0,0,0,0,0,Special Waste,HHW,Bronx
Dry-Cell Batteries,0.001,0.001,0.001,0,0,Special Waste,HHW,Bronx
Fluorescent Tubes/CFLs,0,0,0,0,0,Special Waste,HHW,Bronx
Mercury-Laden Wastes,0,0,0,0,0,Special Waste,HHW,Bronx
Compressed Gas Cylinders/Fire Extinguishers,0,0,0,0,0,Special Waste,HHW,Bronx
Home Medical Products,0.002,0.002,0,0,0,Special Waste,HHW,Bronx
Other HHW,0.001,0.001,0.003,0,0,Special Waste,HHW,Bronx
Miscellaneous Inorganics,0.006,0.007,0.008,0,0.001,Miscellaneous Inorganics,Other,Bronx
Newspaper,0.003,0.002,0.001,0.01,,Paper,Designated Paper,Schools
Plain OCC/Kraft Paper,0.1,0.018,0.016,0.685,,Paper,Designated Paper,Schools
Paper Bags: Kraft Grocery,0,0,0,0,,Paper,Designated Paper,Schools
Paper Bags: Non-food Retail,0,0,0,0.001,,Paper,Designated Paper,Schools
Paper Bags: Fast Food Bags,0.001,0.001,0,0,,Paper,Designated Paper,Schools
Paper Bags: Compostable/Soiled,0.001,0.001,0,0.001,,Paper,Organics Suitable for Composting,Schools
High Grade Paper,0.036,0.036,0.001,0.049,,Paper,Designated Paper,Schools
Mixed Low Grade Paper,0.069,0.071,0.015,0.064,,Paper,Designated Paper,Schools
Compostable/Soiled Paper/Waxed OCC/Kraft,0.08,0.088,0.028,0.03,,Paper,Organics Suitable for Composting,Schools
Compostable/School Plates/Trays,0.122,0.141,0.005,0.019,,Paper,Organics Suitable for Composting,Schools
Compostable/School Paper Boats,0.001,0.001,0.001,0,,Paper,Organics Suitable for Composting,Schools
Other Non-recyclable Paper,0.008,0.006,0.003,0.023,,Paper,Other,Schools
Beverage Cartons & Aseptic Boxes,0.023,0.024,0.105,0.001,,Paper,Designated MGP,Schools
Shredded Paper,0.003,0.001,0,0.02,,Paper,Designated Paper,Schools
Drinking Cups - Paper and Plastic: Paper - Compostable,0,0,0,0,,Paper,Organics Suitable for Composting,Schools
Drinking Cups - Paper and Plastic: Paper - Non-Compostable,0.003,0.003,0.001,0.001,,Paper,Other,Schools
Drinking Cups - Paper and Plastic: Plastic - Single Use: #1 PET All,0.001,0.001,0,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Single Use: #2 HDPE Natural,0,0,0,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Single Use: #2 HDPE Pig.,0,0,0,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Single Use: #3 PVC,0,0,0,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Single Use: #4 LDPE/LLDPE,0,0,0,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Single Use: #5 PP Rigid,0.002,0.002,0.002,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Single Use: #5 PP Expanded,0,0,0,0,,Plastic,Other,Schools
Drinking Cups - Paper and Plastic: Plastic - Single Use: #6 PS Rigid,0.003,0.003,0.002,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Single Use: #7 Other,0,0,0,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Single Use: Compostable,0,0,0,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Single Use: Other & Unlabeled,0,0,0,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Durable: #1 PET All,0,0,0,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Durable: #2 HDPE Natural,0,0,0,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Durable: #2 HDPE Pig.,0,0,0,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Durable: #3 PVC,0,0,0,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Durable: #4 LDPE/LLDPE,0,0,0,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Durable: #5 PP Rigid,0,0,0,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Durable: #5 PP Expanded,0,0,0,0,,Plastic,Other,Schools
Drinking Cups - Paper and Plastic: Plastic - Durable: #6 PS Rigid,0,0,0,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Durable: #7 Other,0,0,0,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Durable: Compostable,0,0,0,0,,Plastic,Designated MGP,Schools
Drinking Cups - Paper and Plastic: Plastic - Durable: Other & Unlabeled,0,0,0,0,,Plastic,Designated MGP,Schools
K-Cups: Predominanty Plastic: #1 PET All,0,0,0,0,,Plastic,Designated MGP,Schools
K-Cups: Predominanty Plastic: #2 HDPE Natural,0,0,0,0,,Plastic,Designated MGP,Schools
K-Cups: Predominanty Plastic: #2 HDPE Pig.,0,0,0,0,,Plastic,Designated MGP,Schools
K-Cups: Predominanty Plastic: #3 PVC,0,0,0,0,,Plastic,Designated MGP,Schools
K-Cups: Predominanty Plastic: #4 LDPE/LLDPE,0,0,0,0,,Plastic,Designated MGP,Schools
K-Cups: Predominanty Plastic: #5 PP Rigid,0,0,0,0,,Plastic,Designated MGP,Schools
K-Cups: Predominanty Plastic: #5 PP Expanded,0,0,0,0,,Plastic,Other,Schools
K-Cups: Predominanty Plastic: #6 PS Rigid,0,0,0,0,,Plastic,Designated MGP,Schools
K-Cups: Predominanty Plastic: #7 Other,0,0,0,0,,Plastic,Designated MGP,Schools
K-Cups: Predominanty Plastic: Compostable,0,0,0,0,,Plastic,Organics Suitable for Composting,Schools
K-Cups: Predominanty Plastic: Other & Unlabeled,0,0,0,0,,Plastic,Designated MGP,Schools
K-Cups: Predominanty Metal,0,0,0,0,,Plastic,Designated MGP,Schools
K-Cups: Predominanty Organic,0,0,0,0,,Plastic,Designated MGP,Schools
Plastic Bottles: #1 PET - Clear,0.011,0.012,0.018,0.003,,Plastic,Designated MGP,Schools
Plastic Bottles: #1 PET - Green,0,0,0.002,0,,Plastic,Designated MGP,Schools
Plastic Bottles: #1 PET - Other,0.002,0.003,0.003,0,,Plastic,Designated MGP,Schools
#2 HDPE Natural Bottles,0.002,0.002,0.009,0,,Plastic,Designated MGP,Schools
#2 HDPE Colored Bottles,0.001,0.001,0.007,0,,Plastic,Designated MGP,Schools
Plastic Bottles: #3 PVC,0,0,0,0,,Plastic,Designated MGP,Schools
Plastic Bottles: #4 LDPE/LLDPE,0,0,0,0,,Plastic,Designated MGP,Schools
Plastic Bottles: #5 PP Rigid,0,0,0.001,0,,Plastic,Designated MGP,Schools
Plastic Bottles: #5 PP Expanded,0,0,0,0,,Plastic,Other,Schools
Plastic Bottles: #6 PS Rigid,0,0,0,0,,Plastic,Designated MGP,Schools
Plastic Bottles: #7 Other,0,0,0,0,,Plastic,Designated MGP,Schools
Plastic Bottles: Compostable,0,0,0,0,,Plastic,Designated MGP,Schools
Plastic Bottles: Other & Unlabeled,0,0,0,0,,Plastic,Designated MGP,Schools
Thermoforms: #1 PET All,0.002,0.002,0.002,0.001,,Plastic,Designated MGP,Schools
Thermoforms: #2 HDPE Natural,0,0,0,0,,Plastic,Designated MGP,Schools
Single Use: #5 PP Expanded,0,0,0,0,,Plastic,Other,Schools
Thermoforms: #2 HDPE Pig.,0.001,0.001,0.001,0,,Plastic,Designated MGP,Schools
Thermoforms: #3 PVC,0,0,0,0,,Plastic,Designated MGP,Schools
Thermoforms: #4 LDPE/LLDPE,0,0,0,0,,Plastic,Designated MGP,Schools
Thermoforms: #5 PP Rigid,0.001,0.001,0.002,0,,Plastic,Designated MGP,Schools
Thermoforms: #5 PP Expanded,0,0,0,0,,Plastic,Other,Schools
Thermoforms: #6 PS Rigid,0.001,0.001,0.001,0,,Plastic,Designated MGP,Schools
Thermoforms: #7 Other,0,0.001,0,0,,Plastic,Designated MGP,Schools
Thermoforms: Compostable,0,0,0,0,,Plastic,Designated MGP,Schools
Thermoforms: Other & Unlabeled,0.001,0.001,0.001,0,,Plastic,Designated MGP,Schools
Other PVC (Non-bottle),0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Tubs & Lids: #1 PET All,0.001,0.001,0.007,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Tubs & Lids: #2 HDPE Natural,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Tubs & Lids: #2 HDPE Pig.,0.001,0.001,0.002,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Tubs & Lids: #3 PVC,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Tubs & Lids: #4 LDPE/LLDPE,0,0,0.001,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Tubs & Lids: #5 PP Rigid,0.007,0.008,0.01,0.001,,Plastic,Designated MGP,Schools
Rigid Plastics: Tubs & Lids: #5 PP Expanded,0,0,0,0,,Plastic,Other,Schools
Rigid Plastics: Tubs & Lids: #6 PS Rigid,0.005,0.005,0.006,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Tubs & Lids: #7 Other,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Tubs & Lids: Compostable,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Tubs & Lids: Other & Unlabeled,0.001,0.001,0.002,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Rigid Container/Pkg: #1 PET All,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Rigid Container/Pkg: #2 HDPE Natural,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Rigid Container/Pkg: #2 HDPE Pig.,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Rigid Container/Pkg: #3 PVC,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Rigid Container/Pkg: #4 LDPE/LLDPE,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Rigid Container/Pkg: #5 PP Rigid,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Rigid Container/Pkg: #5 PP Expanded,0,0,0,0,,Plastic,Other,Schools
Rigid Plastics: Rigid Container/Pkg: #6 PS Rigid,0,0,0.001,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Rigid Container/Pkg: #7 Other,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Rigid Container/Pkg: Compostable,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Rigid Container/Pkg: Other & Unlabeled,0.001,0.001,0,0,,Plastic,Designated MGP,Schools
Expanded Polystyrene Containers & Packaging (EPS): Clamshells,0.001,0.001,0,0,,Plastic,Other,Schools
Expanded Polystyrene Containers & Packaging (EPS): Single Use Cups,0,0,0,0,,Plastic,Other,Schools
Expanded Polystyrene Containers & Packaging (EPS): Singe Use Other,0.002,0.002,0,0,,Plastic,Other,Schools
Expanded Polystyrene Containers & Packaging (EPS): Food Packaging,0,0,0,0,,Plastic,Other,Schools
Expanded Polystyrene Containers & Packaging (EPS): Non-food Packaging,0.001,0.001,0,0.002,,Plastic,Other,Schools
Film: Garbage Bags,0.047,0.05,0.065,0.023,,Plastic,Other,Schools
Film: Pouches,0.002,0.002,0.003,0,,Plastic,Other,Schools
Film: Oversize: Other PE Film,0.001,0.001,0.002,0,,Plastic,Other,Schools
Film: Oversize: Non-PE Film,0.001,0.001,0.006,0,,Plastic,Other,Schools
Other Plastic Bags & Film: Grocery/Merch Bags,0.005,0.006,0.002,0.001,,Plastic,Plastic Bags,Schools
Other Plastic Bags & Film: Produce Bags,0,0,0,0,,Plastic,Plastic Bags,Schools
Other Plastic Bags & Film: Other Sleeves/Clean Bags,0.001,0.001,0,0.001,,Plastic,Plastic Bags,Schools
Other Plastic Bags & Film: Compostable Bags,0,0,0,0,,Plastic,Other,Schools
Other Plastic Bags & Film: Other PE Film,0.009,0.01,0.007,0.002,,Plastic,Other,Schools
Other Plastic Bags & Film: Non-PE Film,0.013,0.015,0.008,0.002,,Plastic,Other,Schools
Single Use: #1 PET All,0,0,0,0,,Plastic,Designated MGP,Schools
Single Use: #2 HDPE Natural,0,0,0,0,,Plastic,Designated MGP,Schools
Single Use: #2 HDPE Pig.,0,0,0,0,,Plastic,Designated MGP,Schools
Single Use: #3 PVC,0,0,0,0,,Plastic,Designated MGP,Schools
Single Use: #4 LDPE/LLDPE,0,0,0,0,,Plastic,Designated MGP,Schools
Single Use: #5 PP Rigid,0,0,0,0,,Plastic,Designated MGP,Schools
Single Use: #6 PS Rigid,0.001,0.001,0.001,0,,Plastic,Designated MGP,Schools
Single Use: #7 Other,0,0,0,0,,Plastic,Designated MGP,Schools
Single Use: Compostable,0,0,0,0,,Plastic,Designated MGP,Schools
Single Use: Other & Unlabeled,0.006,0.007,0.006,0.001,,Plastic,Designated MGP,Schools
Appliances: Plastic: #1 PET All,0,0,0,0,,Plastic,Designated MGP,Schools
Appliances: Plastic: #2 HDPE Natural,0,0,0,0,,Plastic,Designated MGP,Schools
Appliances: Plastic: #2 HDPE Pig.,0,0,0,0,,Plastic,Designated MGP,Schools
Appliances: Plastic: #3 PVC,0,0,0,0,,Plastic,Designated MGP,Schools
Appliances: Plastic: #4 LDPE/LLDPE,0,0,0,0,,Plastic,Designated MGP,Schools
Appliances: Plastic: #5 PP Rigid,0,0,0,0,,Plastic,Designated MGP,Schools
Appliances: Plastic: #5 PP Expanded,0,0,0,0,,Plastic,Other,Schools
Appliances: Plastic: #6 PS Rigid,0,0,0,0,,Plastic,Designated MGP,Schools
Appliances: Plastic: #7 Other,0,0,0,0,,Plastic,Designated MGP,Schools
Appliances: Plastic: Compostable,0,0,0,0,,Plastic,Designated MGP,Schools
Appliances: Plastic: Other & Unlabeled,0,0,0.007,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Crates/Soda Carrier: #1 PET All,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Crates/Soda Carrier: #2 HDPE Natural,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Crates/Soda Carrier: #2 HDPE Pig.,0,0,0.001,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Crates/Soda Carrier: #3 PVC,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Crates/Soda Carrier: #4 LDPE/LLDPE,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Crates/Soda Carrier: #5 PP Rigid,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Crates/Soda Carrier: #5 PP Expanded,0,0,0,0,,Plastic,Other,Schools
Bulk/Rigid Plastics: Crates/Soda Carrier: #6 PS Rigid,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Crates/Soda Carrier: #7 Other,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Crates/Soda Carrier: Compostable,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Crates/Soda Carrier: Other & Unlabeled,0,0,0.001,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Toys/Housewares: #1 PET All,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Toys/Housewares: #2 HDPE Natural,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Toys/Housewares: #2 HDPE Pig.,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Toys/Housewares: #3 PVC,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Toys/Housewares: #4 LDPE/LLDPE,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Toys/Housewares: #5 PP Rigid,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Toys/Housewares: #5 PP Expanded,0,0,0,0,,Plastic,Other,Schools
Bulk/Rigid Plastics: Toys/Housewares: #6 PS Rigid,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Toys/Housewares: #7 Other,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Toys/Housewares: Compostable,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Toys/Housewares: Other & Unlabeled,0.002,0.001,0.017,0.007,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Other Durable: #1 PET All,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Other Durable: #2 HDPE Natural,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Other Durable: #2 HDPE Pig.,0,0,0.003,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Other Durable: #3 PVC,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Other Durable: #4 LDPE/LLDPE,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Other Durable: #5 PP Rigid,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Other Durable: #5 PP Expanded,0,0,0,0,,Plastic,Other,Schools
Bulk/Rigid Plastics: Other Durable: #6 PS Rigid,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Other Durable: #7 Other,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Other Durable: Compostable,0,0,0,0,,Plastic,Designated MGP,Schools
Bulk/Rigid Plastics: Other Durable: Other & Unlabeled,0.001,0.001,0.007,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Other Plastics: #1 PET All,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Other Plastics: #2 HDPE Natural,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Other Plastics: #2 HDPE Pig.,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Other Plastics: #3 PVC,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Other Plastics: #4 LDPE/LLDPE,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Other Plastics: #5 PP Rigid,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Other Plastics: #5 PP Expanded,0,0,0,0,,Plastic,Other,Schools
Rigid Plastics: Other Plastics: #6 PS Rigid,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Other Plastics: #7 Other,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Other Plastics: Compostable,0,0,0,0,,Plastic,Designated MGP,Schools
Rigid Plastics: Other Plastics: Other & Unlabeled,0.005,0.005,0.008,0.002,,Plastic,Designated MGP,Schools
Clear Container Glass,0.006,0.007,0.013,0.002,,Glass,Designated MGP,Schools
Green Container Glass,0.001,0.001,0.001,0,,Glass,Designated MGP,Schools
Brown Container Glass,0,0,0.001,0,,Glass,Designated MGP,Schools
Other Color Container Glass,0,0,0,0,,Glass,Designated MGP,Schools
Mixed Cullet,0,0,0.001,0,,Glass,Designated MGP,Schools
Other Glass,0,0,0,0,,Glass,Other,Schools
Aluminum Cans,0.002,0.002,0.001,0,,Metal,Designated MGP,Schools
Aluminum Foil/Containers,0.009,0.01,0.018,0.001,,Metal,Designated MGP,Schools
Other Aluminium,0.003,0.004,0,0,,Metal,Designated MGP,Schools
Other Non-ferrous,0.001,0.001,0.002,0.002,,Metal,Designated MGP,Schools
Steel/Tin Food Cans,0.014,0.011,0.175,0,,Metal,Designated MGP,Schools
Empty Aerosol Cans,0,0,0,0,,Metal,Designated MGP,Schools
Other Ferrous Metal,0.012,0.011,0.062,0.005,,Metal,Designated MGP,Schools
Mixed Metals,0.002,0.001,0.051,0.001,,Metal,Designated MGP,Schools
Appliances: Ferrous,0.001,0,0.029,0,,Metal,Designated MGP,Schools
Appliances: Non-ferrous,0,0.001,0,0,,Metal,Designated MGP,Schools
Yard Waste,0.019,0.022,0,0,,Organic,Organics Suitable for Composting,Schools
Food,0.291,0.332,0.197,0.029,,Organic,Organics Suitable for Composting,Schools
Non-C&D Wood,0.001,0.001,0,0.002,,Organic,Other,Schools
Textiles:  Non-clothing,0.004,0.005,0.005,0.001,,Organic,Textiles,Schools
Textiles:  Clothing,0.002,0.002,0,0,,Organic,Textiles,Schools
Carpet/Upholstery,0.001,0.001,0,0,,Organic,Other,Schools
Disposable Diapers & Sanitary Products,0.006,0.007,0,0,,Organic,Other,Schools
Animal By-Products,0,0,0,0,,Organic,Other,Schools
Shoes/Rubber/Leather,0.002,0.002,0.001,0,,Organic,Textiles,Schools
Garden Hoses,0,0,0,0,,Organic,Textiles,Schools
Fines,0.019,0.022,0.005,0.003,,Organic,Other,Schools
Miscellaneous Organics,0.002,0.002,0.002,0,,Organic,Other,Schools
Audio/Visual Equipment - TV Peripherals (Covered),0,0,0,0,,E-Waste,E-Waste,Schools
Audio/Visual Equipment - Other (Non-covered),0,0,0,0,,E-Waste,E-Waste,Schools
Computer Monitors,0,0,0,0,,E-Waste,E-Waste,Schools
Televisions,0,0,0,0,,E-Waste,E-Waste,Schools
Other Computer Equipment,0,0,0.006,0,,E-Waste,E-Waste,Schools
Untreated Dimension Lumber/Pallets/Crates,0.001,0.001,0,0,,C&D,C&D,Schools
Treated/Contaminated/Composite Wood,0.003,0.003,0.006,0,,C&D,C&D,Schools
Other C&D Debris Not Elsewhere Classified,0.001,0.001,0.007,0.002,,C&D,C&D,Schools
Oil Filters,0,0,0,0,,Special Waste,HHW,Schools
Antifreeze,0,0,0,0,,Special Waste,HHW,Schools
Wet-Cell Batteries,0,0,0,0,,Special Waste,HHW,Schools
Water-Based Adhesives/Glues,0,0,0,0,,Special Waste,HHW,Schools
Latex Paint,0,0,0,0,,Special Waste,HHW,Schools
Oil-Based Paint/Solvent,0,0,0,0,,Special Waste,HHW,Schools
Pesticides/Herbicides/Rodenticides,0,0,0,0,,Special Waste,HHW,Schools
Dry-Cell Batteries,0,0,0,0,,Special Waste,HHW,Schools
Fluorescent Tubes/CFLs,0,0,0,0,,Special Waste,HHW,Schools
Mercury-Laden Wastes,0,0,0,0,,Special Waste,HHW,Schools
Compressed Gas Cylinders/Fire Extinguishers,0,0,0,0,,Special Waste,HHW,Schools
Home Medical Products,0,0,0,0,,Special Waste,HHW,Schools
Other HHW,0,0,0,0,,Special Waste,HHW,Schools
Miscellaneous Inorganics,0.002,0.002,0.011,0.001,,Miscellaneous Inorganics,Other,Schools
Newspaper,0.024,0.024,,,,Paper,Designated Paper,NYCHA
Plain OCC/Kraft Paper,0.018,0.018,,,,Paper,Designated Paper,NYCHA
Paper Bags: Kraft Grocery,0.001,0.001,,,,Paper,Designated Paper,NYCHA
Paper Bags: Non-food Retail,0.001,0.001,,,,Paper,Designated Paper,NYCHA
Paper Bags: Fast Food Bags,0.002,0.002,,,,Paper,Designated Paper,NYCHA
Paper Bags: Compostable/Soiled,0.002,0.002,,,,Paper,Organics Suitable for Composting,NYCHA
High Grade Paper,0.009,0.009,,,,Paper,Designated Paper,NYCHA
Mixed Low Grade Paper,0.087,0.087,,,,Paper,Designated Paper,NYCHA
Compostable/Soiled Paper/Waxed OCC/Kraft,0.068,0.068,,,,Paper,Organics Suitable for Composting,NYCHA
Compostable/School Plates/Trays,0,0,,,,Paper,Organics Suitable for Composting,NYCHA
Compostable/School Paper Boats,0,0,,,,Paper,Organics Suitable for Composting,NYCHA
Other Non-recyclable Paper,0.016,0.016,,,,Paper,Other,NYCHA
Beverage Cartons & Aseptic Boxes,0.005,0.005,,,,Paper,Designated MGP,NYCHA
Shredded Paper,0.002,0.002,,,,Paper,Designated Paper,NYCHA
Drinking Cups - Paper and Plastic: Paper - Compostable,0,0,,,,Paper,Organics Suitable for Composting,NYCHA
Drinking Cups - Paper and Plastic: Paper - Non-Compostable,0.002,0.002,,,,Paper,Other,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Single Use: #1 PET All,0.001,0.001,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Single Use: #2 HDPE Natural,0,0,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Single Use: #2 HDPE Pig.,0,0,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Single Use: #3 PVC,0,0,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Single Use: #4 LDPE/LLDPE,0,0,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Single Use: #5 PP Rigid,0.001,0.001,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Single Use: #5 PP Expanded,0,0,,,,Plastic,Other,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Single Use: #6 PS Rigid,0.001,0.001,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Single Use: #7 Other,0,0,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Single Use: Compostable,0,0,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Single Use: Other & Unlabeled,0,0,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Durable: #1 PET All,0,0,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Durable: #2 HDPE Natural,0,0,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Durable: #2 HDPE Pig.,0,0,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Durable: #3 PVC,0,0,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Durable: #4 LDPE/LLDPE,0,0,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Durable: #5 PP Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Durable: #5 PP Expanded,0,0,,,,Plastic,Other,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Durable: #6 PS Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Durable: #7 Other,0,0,,,,Plastic,Designated MGP,NYCHA
Drinking Cups - Paper and Plastic: Plastic - Durable: Compostable,0,0,,,,Plastic,Designated MGP,NYCHA
